responseid,distributionchannel,q43,social_media_use,how_often_1,how_often_2,how_often_3,how_often_4,how_often_5,how_often_6,how_often_7,how_often_8,how_often_9,how_often_10,how_often_11,tweets_public,insta_public,researchers_1,researchers_2,researchers_3,researchers_4,researchers_5,researchers_6,researchers_7,researchers_8,researchers_9,researchers_10,researchers_11,researchers_12,researchers_13,researchers_14,researchers_15,researchers_16,researchers_17,researchers_18,researchers_19,researchers_20,sm_companies_1,sm_companies_2,sm_companies_3,sm_companies_4,sm_companies_5,sm_companies_6,sm_companies_7,sm_companies_8,sm_companies_9,sm_companies_10,sm_companies_11,sm_companies_12,sm_companies_13,sm_companies_14,sm_companies_15,sm_companies_16,sm_companies_17,sm_companies_18,sm_companies_19,sm_companies_20,journalists_1,journalists_2,journalists_3,journalists_4,journalists_5,journalists_6,journalists_7,journalists_8,journalists_9,journalists_10,journalists_11,journalists_12,journalists_13,journalists_14,journalists_15,journalists_16,sometimes,sometimes_text,digital_privacy_1,digital_privacy_2,digital_privacy_3,digital_privacy_4,social_science,data_archive_1,data_archive_2,data_archive_3,data_archive_4,data_archive_5,secure_archive,anonymous_archive,concern-misuse,concern-harm,age,gender_identity_1,gender_identity_2,gender_identity_3,gender_identity_4,gender_identity_5,gender_identity_6,sexual_orientation_1,sexual_orientation_2,sexual_orientation_3,sexual_orientation_4,sexual_orientation_5,race_ethnicity_1,race_ethnicity_2,race_ethnicity_3,race_ethnicity_4,race_ethnicity_5,race_ethnicity_6,race_ethnicity_7,race_ethnicity_8,race_ethnicity_9,education,income,sensitivity_1,sensitivity_2,sensitivity_3,sensitivity_4,sensitivity_5,sensitivity_6,sensitivity_7,sensitivity_8,sensitivity_9,sensitivity_10,sensitivity_11,sensitivity_12,sensitivity_13,sensitivity_14,sensitivity_15,sensitivity_16,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,privacy_behaviors_1,privacy_behaviors_2,privacy_behaviors_3,privacy_behaviors_4,privacy_behaviors_5,privacy_behaviors_6,privacy_behaviors_7
R_tFHAkM5v5bxSqGt,anonymous,Yes,Yes,-99,Several Times a Day,A Few Times a Week,Several Times a Day,Several Times a Day,A Few Times a Week,-99,-99,-99,-99,-99,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,Yes,I'm not sure.,I'm not sure.,Yes,Yes,Yes,No,Yes,I'm not sure.,No,I'm not sure.,Yes,No,Yes,Yes,Yes,No,I'm not sure.,No,No,No,Yes,Yes,I'm not sure.,Yes,I'm not sure.,Yes,No,I'm not sure.,Yes,Yes,Yes,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,Yes,No,Yes,I'm not sure.,Yes,Yes,No,Yes,No,No,No,I'm not sure.,Yes,Yes,I'm not sure,Neither Agree Nor Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Important,Important,Important,Neither important nor unimportant,Important,I'm not sure,I'm not sure,Neither Concerned nor Unconcerned,Neither Concerned nor Unconcerned,25 - 34,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,Hispanic or Latino,0,0,0,0,0,"Bachelor's degree (For example: BA, AB, BS)","More than $150,000",Very Sensitive 10,7,Very Sensitive 10,5,7,8,5,8,6,Very Sensitive 10,Very Sensitive 10,7,7,Very Sensitive 10,6,6,5,Complete Trust - 7,5,4,4,5,Sometimes,Sometimes,Sometimes,Never,Always,Always,Sometimes
R_2CWniYlM8ayAcVq,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,Less Often,Don't use at all,Don't use at all,Less Often,Less Often,A Few Times a Week,Don't use at all,Don't use at all,Several Times a Day,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,It depends on the topic,Neither Agree Nor Disagree,Disagree,Disagree,Neither Agree Nor Disagree,Neither agree nor disagree,Important,Important,Important,Important,Important,Bad idea,Bad idea,Neither Concerned nor Unconcerned,Neither Concerned nor Unconcerned,25 - 34,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,0,0,Something else,Some college but no degree,"$30,000 - $39,999",Very Sensitive 10,5,Not Sensitive 1,Very Sensitive 10,Not Sensitive 1,5,Very Sensitive 10,Not Sensitive 1,Very Sensitive 10,3,Not Sensitive 1,6,Very Sensitive 10,9,Very Sensitive 10,Very Sensitive 10,2,2,4,3,3,3,Never,Never,Never,Never,Never,Never,Never
R_1kGKL7s4K9g5JmJ,anonymous,Yes,Yes,Several Times a Day,A Few Times a Week,About Once a Day,Several Times a Day,About Once a Day,About Once a Day,About Once a Day,Several Times a Day,A Few Times a Week,About Once a Day,About Once a Day,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,I'm not sure.,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,In the situation ,Disagree,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Agree,Important,Neither important nor unimportant,Not important,Important,Neither important nor unimportant,Bad idea,Good idea,Slightly Concerned,Neither Concerned nor Unconcerned,45 - 54,Woman,0,0,0,0,0,Gay or lesbian,0,0,0,0,0,0,0,Hispanic or Latino,0,0,0,0,0,Some college but no degree,"Less than $10,000",9,8,8,8,Very Sensitive 10,8,8,7,7,7,Very Sensitive 10,8,7,7,9,8,5,6,Complete Trust - 7,6,6,Complete Trust - 7,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes
R_1jYYSzHU53u03rU,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,Don't use at all,Don't use at all,A Few Times a Week,Less Often,Several Times a Day,Several Times a Day,Several Times a Day,About Once a Day,Several Times a Day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,No,Yes,No,No,Yes,No,I'm not sure.,No,No,I'm not sure.,Yes,I'm not sure.,Yes,No,No,Yes,Yes,Yes,No,Yes,Because not to fund with jerbolison,Agree,Agree,Disagree,Agree,Agree,Important,-99,Neither important nor unimportant,Important,Important,Good idea,Bad idea,Extremely Concerned,Moderately Concerned,18 - 24,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,Hispanic or Latino,0,0,White,0,0,High school graduate - high school diploma or equivalent (for example: GED),"Less than $10,000",5,6,9,5,2,7,Not Sensitive 1,3,5,6,3,Very Sensitive 10,4,4,4,9,5,3,5,3,5,6,Sometimes,Always,Always,Always,Never,Always,Always
R_333UPya7lINOi1e,anonymous,Yes,Yes,About Once a Day,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,"Specific details, hard to say absolutely",Agree,Agree,Agree,Neither Agree Nor Disagree,Agree,Important,Important,Important,Important,Important,Good idea,Good idea,Extremely Concerned,Extremely Concerned,25 - 34,0,Man,0,0,0,0,Gay or lesbian,0,0,0,0,0,0,0,Hispanic or Latino,0,0,0,0,0,"Bachelor's degree (For example: BA, AB, BS)","$30,000 - $39,999",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9,-99,-99,-99,5,5,5,4,5,5,Always,Always,Always,Always,Always,Always,Always
R_2dQog2jWLC0WAVx,anonymous,Yes,Yes,About Once a Day,Several Times a Day,Don't use at all,Don't use at all,Every Few Weeks,Every Few Weeks,Every Few Weeks,Every Few Weeks,Don't use at all,Don't use at all,About Once a Day,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Not sure why they would need that info ,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,I'm not sure,Good idea,Moderately Concerned,Extremely Concerned,35 - 44,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,American Indian or Alaskan Native,0,0,Hispanic or Latino,0,0,0,0,0,High school graduate - high school diploma or equivalent (for example: GED),"$100,000 - $149,999",Not Sensitive 1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,6,6,5,4,4,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always
R_br6DBupj5akaACZ,anonymous,Yes,Yes,About Once a Day,Several Times a Day,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,,Yes,I'm not sure.,Yes,Yes,No,No,Yes,No,Yes,I'm not sure.,Yes,No,I'm not sure.,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,I'm not sure.,Yes,I'm not sure.,Yes,I'm not sure.,Yes,Yes,Just do,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither agree nor disagree,Important,Neither important nor unimportant,Important,Neither important nor unimportant,Important,Good idea,Good idea,Moderately Unconcerned,Slightly Concerned,25 - 34,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,Hispanic or Latino,0,0,0,0,0,"Bachelor's degree (For example: BA, AB, BS)","Less than $10,000",5,5,7,5,6,6,7,7,7,4,6,5,4,5,6,7,4,6,4,5,3,5,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Always
R_6kRSwRrESTF7j0J,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,About Once a Day,Several Times a Day,About Once a Day,Several Times a Day,Several Times a Day,Several Times a Day,Several Times a Day,About Once a Day,Several Times a Day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,I'm not sure.,No,Yes,Yes,Yes,Yes,Yes,Jennifer Waters thays is the only way for us out anything ,Disagree,Agree,Disagree,Neither Agree Nor Disagree,Neither agree nor disagree,Neither important nor unimportant,Important,Important,Important,Important,Good idea,Good idea,Moderately Concerned,Slightly Concerned,25 - 34,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,Hispanic or Latino,0,0,0,0,0,High school graduate - high school diploma or equivalent (for example: GED),"Less than $10,000",4,7,4,7,3,4,4,6,8,6,8,7,Very Sensitive 10,6,4,7,6,6,3,4,5,6,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes
R_2wcy7UuYcAaoBal,anonymous,Yes,Yes,Less Often,A Few Times a Week,Less Often,Less Often,Less Often,Less Often,Less Often,Less Often,A Few Times a Week,About Once a Day,About Once a Day,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,When you asked if I used social medias,Neither Agree Nor Disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Not important,Neither important nor unimportant,Neither important nor unimportant,Important,Neither important nor unimportant,Bad idea,Good idea,Slightly Concerned,Slightly Unconcerned,18 - 24,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,Asian,0,0,0,0,0,0,0,"Bachelor's degree (For example: BA, AB, BS)","$20,000 - $29,999",7,6,-99,8,7,7,7,8,7,3,8,7,7,5,6,8,6,5,4,6,6,6,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes
R_1cUDtfYiWHPoBrq,anonymous,Yes,Yes,Don't use at all,Several Times a Day,Don't use at all,-99,-99,-99,-99,-99,-99,-99,-99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,I'd give my information only if it's a serious matter ,Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,Good idea,Good idea,Slightly Concerned,Moderately Concerned,25 - 34,Woman,0,0,0,0,0,Gay or lesbian,0,0,0,0,0,0,0,Hispanic or Latino,0,0,0,0,0,High school graduate - high school diploma or equivalent (for example: GED),"$10,000 - $19,999",Very Sensitive 10,Not Sensitive 1,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,6,6,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Not Sensitive 1,Not Sensitive 1,No trust at all - 1,No trust at all - 1,No trust at all - 1,No trust at all - 1,No trust at all - 1,No trust at all - 1,Never,Always,Never,Always,Never,Sometimes,Sometimes
R_5hy2jfwOlasMNLb,anonymous,Yes,Yes,Several Times a Day,Every Few Weeks,Don't use at all,Don't use at all,A Few Times a Week,A Few Times a Week,Less Often,Less Often,Less Often,Don't use at all,Several Times a Day,Yes,Yes,I'm not sure.,Yes,Yes,I'm not sure.,Yes,Yes,I'm not sure.,I'm not sure.,No,I'm not sure.,No,I'm not sure.,No,I'm not sure.,No,No,No,I'm not sure.,No,Yes,I'm not sure.,Yes,Yes,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,No,No,I'm not sure.,I'm not sure.,No,No,No,No,No,I'm not sure.,Yes,Yes,I'm not sure.,Yes,I'm not sure.,No,I'm not sure.,No,No,No,No,No,No,No,No,No,No,No,Yes,Depending what it's for ,Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,Bad idea,Bad idea,Extremely Concerned,Extremely Concerned,35 - 44,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,Hispanic or Latino,0,0,0,0,0,"Bachelor's degree (For example: BA, AB, BS)","$40,000 - $49,999",Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,9,7,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,7,3,2,4,No trust at all - 1,3,No trust at all - 1,Always,Always,-99,-99,Sometimes,-99,-99
R_Ptx67TV0ve52NCV,anonymous,Yes,Yes,A Few Times a Week,Less Often,Less Often,About Once a Day,A Few Times a Week,Every Few Weeks,Less Often,Every Few Weeks,Every Few Weeks,Don't use at all,A Few Times a Week,Yes,Yes,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,Yes,I'm not sure.,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,I wasn't sure,Agree,Agree,Neither Agree Nor Disagree,Agree,Disagree,Important,Important,Important,Important,Important,I'm not sure,Bad idea,Slightly Concerned,Slightly Unconcerned,45 - 54,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,Associate degree,"$50,000 - $59,999",8,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,9,6,5,6,5,7,6,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,3,2,4,4,3,2,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always
R_Dd6CoqakhI7kXwR,anonymous,Yes,Yes,A Few Times a Week,Several Times a Day,A Few Times a Week,A Few Times a Week,A Few Times a Week,A Few Times a Week,A Few Times a Week,A Few Times a Week,A Few Times a Week,A Few Times a Week,Several Times a Day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,No,Yes,Yes,I'm not sure.,Yes,Yes,No,Yes,Yes,No,No,I'm not sure.,No,No,No,No,No,No,No,I'm not sure.,No,No,No,No,No,No,No,No,No,No,No,No,I'm not sure.,No,I'm not sure.,No,No,No,No,I'm not sure.,No,I'm not sure.,No,No,No,No,Yes,Just because it was relevant based on former experiences,Neither Agree Nor Disagree,Agree,Agree,Agree,Neither agree nor disagree,Important,Important,Important,Neither important nor unimportant,Important,Bad idea,Bad idea,Extremely Concerned,Extremely Concerned,25 - 34,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,American Indian or Alaskan Native,0,0,0,0,0,0,0,0,Some college but no degree,"$20,000 - $29,999",Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,No trust at all - 1,No trust at all - 1,No trust at all - 1,No trust at all - 1,No trust at all - 1,No trust at all - 1,Always,Always,Sometimes,Always,Always,Always,Always
R_22JRKkhaHiaaoAG,anonymous,Yes,Yes,Several Times a Day,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,I'm not sure.,No,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I'm not sure.,Yes,I'm not sure.,Yes,Yes,No,Yes,Yes,Yes,Yes,I'm not sure.,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,Case by case scenario of how it can impact privacy,Neither Agree Nor Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Not important,Neither important nor unimportant,Important,Important,Important,Good idea,Good idea,Neither Concerned nor Unconcerned,Neither Concerned nor Unconcerned,25 - 34,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,Hispanic or Latino,0,0,0,0,0,Associate degree,"$40,000 - $49,999",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Very Sensitive 10,-99,-99,-99,4,4,4,6,5,4,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always
R_2zAPm2sYX5QT4Hp,anonymous,Yes,Yes,Less Often,Several Times a Day,Less Often,Don't use at all,Don't use at all,Less Often,About Once a Day,Several Times a Day,Every Few Weeks,Don't use at all,Several Times a Day,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,the topic could be questionable,Agree,Agree,Agree,Neither Agree Nor Disagree,Agree,Important,Neither important nor unimportant,Important,Not important,Important,Good idea,Bad idea,Moderately Concerned,Extremely Concerned,18 - 24,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,Asian,0,0,0,0,0,0,0,"Bachelor's degree (For example: BA, AB, BS)","$50,000 - $59,999",3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,3,4,5,3,3,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Always
R_1qfb7TYIgghjStD,anonymous,Yes,Yes,Several Times a Day,A Few Times a Week,Don't use at all,Don't use at all,Less Often,Don't use at all,Don't use at all,Less Often,Don't use at all,Don't use at all,A Few Times a Week,,I'm not sure,No,Yes,Yes,No,Yes,Yes,Yes,I'm not sure.,Yes,No,No,No,I'm not sure.,No,No,I'm not sure.,I'm not sure.,No,I'm not sure.,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,I'm not sure.,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Feel like it,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Neither agree nor disagree,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Not important,Not important,I'm not sure,I'm not sure,Extremely Concerned,Moderately Concerned,25 - 34,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,American Indian or Alaskan Native,0,0,0,0,0,0,0,0,Some college but no degree,"$60,000 - $69,999",5,8,2,7,4,3,6,8,3,5,3,4,8,5,8,5,4,3,4,4,4,4,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always
R_1QaSAoSvXa68Qls,anonymous,Yes,Yes,A Few Times a Week,Less Often,Don't use at all,Don't use at all,Less Often,Several Times a Day,Don't use at all,Don't use at all,Less Often,Don't use at all,About Once a Day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Depends on whether I trust them to only use it for what they are saying they want to use it for. ,Agree,Disagree,Disagree,Disagree,Agree,Not important,Not important,Not important,Not important,Not important,Good idea,Good idea,Extremely Unconcerned,Extremely Unconcerned,35 - 44,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,"Bachelor's degree (For example: BA, AB, BS)","$60,000 - $69,999",-99,4,5,7,-99,5,-99,-99,-99,Not Sensitive 1,Not Sensitive 1,-99,5,8,-99,-99,4,4,5,3,4,4,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes
R_11YBn7rREtn2U6Q,anonymous,Yes,Yes,Several Times a Day,About Once a Day,Don't use at all,Don't use at all,Less Often,A Few Times a Week,A Few Times a Week,About Once a Day,Less Often,Don't use at all,About Once a Day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,It depends on the situation at the time ,Agree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,Important,Not important,Important,Not important,Important,Good idea,Good idea,Extremely Concerned,Extremely Concerned,25 - 34,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,Some college but no degree,"$30,000 - $39,999",5,8,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,5,3,5,3,3,Very Sensitive 10,7,Very Sensitive 10,8,6,3,4,5,2,3,2,Sometimes,Always,Never,Always,Never,Always,Always
R_31hkWDwrrHpNqtL,anonymous,Yes,Yes,A Few Times a Week,Don't use at all,Less Often,Don't use at all,Don't use at all,Less Often,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Several Times a Day,,,Yes,I'm not sure.,No,No,Yes,No,I'm not sure.,No,No,No,No,Yes,No,Yes,Yes,Yes,No,I'm not sure.,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,-99,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither important nor unimportant,Neither important nor unimportant,Important,Important,Important,I'm not sure,I'm not sure,Extremely Concerned,Moderately Concerned,35 - 44,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,Asian,0,0,0,0,0,0,0,High school graduate - high school diploma or equivalent (for example: GED),"$30,000 - $39,999",8,4,6,6,9,Very Sensitive 10,4,5,3,9,5,Very Sensitive 10,Very Sensitive 10,5,9,6,No trust at all - 1,No trust at all - 1,4,3,3,2,Never,Never,-99,-99,-99,-99,-99
R_BtfBttDtLS0F50B,anonymous,Yes,Yes,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,About Once a Day,Don't use at all,Don't use at all,A Few Times a Week,Don't use at all,A Few Times a Week,Yes,,I'm not sure.,No,No,I'm not sure.,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,I'm not sure.,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"In some situations such harm to oneself, I think it might be ok",Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,I'm not sure,I'm not sure,Slightly Concerned,Neither Concerned nor Unconcerned,25 - 34,Woman,0,0,0,0,0,Gay or lesbian,0,0,0,0,0,0,0,Hispanic or Latino,0,0,0,0,0,"Bachelor's degree (For example: BA, AB, BS)","Less than $10,000",Very Sensitive 10,6,7,7,Very Sensitive 10,Very Sensitive 10,6,6,4,7,7,6,9,Very Sensitive 10,6,3,4,2,5,3,2,No trust at all - 1,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always
